Nom,Adresse,Prestations,Tel,Website,page
 McDonald's Paris Faubourg du Temple ," 29 r Faubourg du Temple, 75010 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 44 52 71 73 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-faubourg-du-temple?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 Zino ," 97 av Villiers, 75017 PARIS"," Prestations : repas de groupe, terrasse, climatisation, WiFI, parking", 0188850830 , ,3
 McDonald's Porte de Versailles ," pl Porte de Versailles, 75015 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 57 25 30 01 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-versailles-areas?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Rivoli ," 116 r Rivoli, 75001 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 39 97 05 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rivoli?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,3
 McDonald's Paris Alesia ," 71 av Gén Leclerc, 75014 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 91 20 91 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-alesia?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Rue de Passy ," pl Passy, 75016 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 24 88 76 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-de-passy?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Forum des Halles Cinéma ," Forum des Halles 35 r boucle Place Carrée au Niveau 3, 75001 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 21 11 27 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-forum-des-halles-cinema?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Forum ," 17 r Arc en Ciel, 75001 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 36 15 80 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-forum?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Parmentier ," 88 Bis av Parmentier, 75011 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 43 55 25 10 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-parmentier?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Denfert Rochereau ," 5 av Général Leclerc, 75014 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 18 03 78 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-denfert-rochereau?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Ornano ," 62 bd Ornano, 75018 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 52 39 08 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-ornano?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Beaugrenelle ," 48 r Linois, pl Charles Michel, 75015 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 79 69 53 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-beaugrenelle?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 Maison Pou ," 16 av Ternes, 75017 PARIS"," Prestations : repas d'affaire, repas de mariage, banquet, traiteur pour anniversaire, brunch, traiteur pour mariage, buffet de mariage, buffet froid, buffet chaud, cocktail dînatoire, buffet déjeunatoire, cuisine gastronomique, buffet de desserts, vente à emporter, buffet dinatoire, Confection de plateaux repas, Devis gratuit", 01 43 80 19 24 ,null http://www.facebook.com/pages/Maison-Pou/179136795448995 http://www.maisonpou.com http://maisonpou.site-solocal.com,4
 McDonald's Paris Ledru Rollin Bk 12 Eme ," 80 r Traversière, 75012 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 46 61 55 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-ledru-rollin?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Orsel Clignancourt ," 2 r Orsel, 75018 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 54 65 27 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-orsel-clignancourt?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 L'As du Poulet ," 19 r Delbet, 75014 PARIS"," Prestations : Sur place, à emporter, Livraison à domicile (à partir de 20 € TTC), Repas de groupe, Wi-Fi, Climatisation, Animaux acceptés", 01 45 43 19 17 ,http://www.asdupoulet-75.fr/,4
 Finkelsztajn Sacha ," 27 r Rosiers, 75004 PARIS"," Prestations : boulangerie-pâtisserie,, traiteur,, sur place ou à emporter,, livraison possible (sous conditions),, contrôles et analyses suivis par un laboratoire indépendant,", 01 42 72 78 91 ,http://www.laboutiquejaune.fr,4
 McDonald's Paris Porte de Saint Cloud ," 234 av Versailles, 75016 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 46 51 86 76 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-saint-cloud?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 Grand Zino ," 97 av Villiers, 75017 PARIS", Budget : 31-45 euros, 01 44 40 45 10 ,null http://www.facebook.com/ZinoResto http://www.facebook.com/Zino-Ristorante-306161019882795 http://villacesar.comu.fr,4
 McDonald's Paris Porte des Lilas ," 353 r Belleville, 75019 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 39 14 14 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-des-lilas?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Porte de Montreuil ," 67 bd Davout, 75020 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 09 70 88 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-montreuil?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Porte Maillot ," 277 bd Pereire, 75017 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 53 81 61 62 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-maillot?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y,4
 McDonald's Paris Buttes Chaumont ," 3 all Darius Milhaud, 75019 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 03 73 12 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-buttes-chaumont?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 McDonald's Paris Berger ," 12 r Berger, 75001 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 26 87 41 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-berger?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,4
 Maison Guillemard ," 241 r St Jacques, 75005 PARIS"," Prestations : Traiteur, Organisation de réception, Location de matériel, buffet froid, cocktail, personnel de réception, repas d'entreprises, buffet chaud, buffet déjeunatoire, cocktail apéritif, cocktail dînatoire, traiteur pour mariage, petit déjeuner, buffet de mariage, cocktail déjeunatoire, buffet dinatoire, repas d'anniversaire, plateau repas, repas de mariage, apéritif dînatoire, organisation de séminaire, banquet, traiteur pour anniversaire, traiteur pour baptême, brunch, maître d'hôtel", 01 43 26 97 17 ,http://www.traiteur-guillemard.fr,5
 McDonald's Paris Cadet ," 65 r La Fayette, 75009 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 51 80 70 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-cadet?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,5
 McDonald's Paris Porte de Pantin ," 208 av Jean Jaurès, 75019 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 45 26 67 78 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-pantin?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,5
 McDonald's Paris Marx Dormoy ," 6 r La Chapelle, 75018 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 45 40 12 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-marx-dormoy?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,5
 Villa Médici chez Napoli ," 11 Bis r St Placide, 75006 PARIS"," Prestations : Restaurant, Cuisine italienne, Terrasse l'été, Parking à proximité", 01 46 07 92 83 , ,5
 McDonald's Luxembourg Panthéon ," 65 bd Saint Michel, 75005 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 22 51 96 ,https://www.restaurants.mcdonalds.fr/mcdonalds-luxembourg-pantheon?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,5
 McDonald's Paris Victor Hugo ," 131 av Victor Hugo, 75016 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 40 51 86 48 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-victor-hugo?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,5
 Pizza Flora ," 113 r Cambronne, 75015 PARIS"," Prestations : Restaurant, Pizzeria, Plats à emporter, Repas d'affaires, repas de groupe, Soirées d'entreprise, Séminaires, Réceptions, terrasse, Parking à proximité, Accès aux personnes à mobilité réduite, Facilité bébés, Animaux acceptés, plat à emporter, cuisine italienne, restaurant de pâtes", 01 47 55 45 45 ,https://www.pizza-flora.fr,5
 McDonald's Paris Villette ," 32 av Corentin Cariou, 75019 PARIS"," Prestations : Les Menus, Les Sandwichs, Les Salades, Les Boissons, Les Desserts, Commande en ligne, McDrive, Vente à emporter, L'offre Happy Meal, L'Happy anniversaire, L'offre McCafé, Climatisation, Wifi, Accès handicapés, Facilités bébés, Fast Food, Hamburger, Burger", 01 42 73 09 90 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-villette?http://ad.doubleclick.net/ddm/clk/289142331;116118309;y?,5
  Saveurs d'Italie ," 7 r Marsoulan, 75012 PARIS"," Prestations : traiteur italien, buffet de desserts, buffet froid, plateau repas bio, vente à emporter, repas d'affaire, repas d'anniversaire, plateau repas, traiteur végétarien, repas d'entreprises, repas de mariage, apéritif dînatoire, traiteur pour anniversaire, repas de famille, repas de fêtes, cuisine italienne, repas gastronomique, buffet chaud, cocktail déjeunatoire, buffet déjeunatoire, cocktail dînatoire, cocktail italien, buffet dinatoire, Epicerie fine, Antipasti, Fromages, Charcuterie, Vins, Plats à emporter, Huile d'olive, Sauces, Tapenades, Buffets", 01 40 34 01 89 ,null http://www.saveurs-ditalie.com http://saveursditalie.site-solocal.com,5
 Bagelstein ," 50 r Arbre Sec, 75001 PARIS"," Paiement : CB, Visa, Mastercard, Titres restaurants", 01 43 43 69 49 ,null http://www.facebook.com/pages/Bagelstein-50-rue-De-Larbre-a-sec/1502302696468718 http://www.facebook.com/bagelstein http://www.bagelstein.com/magasin?id=27,5
 O Bon Traiteur ," 222 av Daumesnil, 75012 PARIS", Prestations : traiteur libanais, 01 43 44 96 99 ,null http://www.obontraiteur-paris.fr http://www.facebook.com/obon.traiteur,5
 Parma Mia ," 97 r Blomet, 75015 PARIS", , 01 49 27 03 40 , ,5
 Food Comedy ," 115 r St Dominique, 75007 PARIS", , 01 40 21 38 26 , ,5
 CATERER IN PARIS SARL ," 15 villa Riberolle, 75020 PARIS", , 01 40 43 04 04 , ,5
 Quick ," 25 r Dunkerque, 75010 PARIS"," Paiement : CB, Visa, Mastercard", 06 84 92 43 32 ,null http://www.facebook.com/Quick http://www.quick.fr,5
 Shaoping ," 82 r Albert, 75013 PARIS", , 01 73 75 88 04 , ,5
 Bio Burger Montparnasse ," 79 bd Montparnasse, 75006 PARIS"," Prestations : fast food bio, restauration rapide bio", 01 42 85 05 88 ,null http://facebook.com/pages/category/Burger-Restaurant/Bioburger-597766260717425/ http://www.bioburger.fr/bioburger-montparnasse,5
